entry_time,exit_time,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,capital_after,filters_passed
2026-04-16 04:20:00,2026-04-16 05:50:00,1.144,1.1387142857142856,823,-6.228816714285758,-0.46203796203796443,TRAILING (1.139),936.3849782857142,Todos filtros OK
2026-04-17 06:25:00,2026-04-17 07:25:00,1.176,1.1695714285714287,796,-6.984217714285554,-0.5466472303206849,TRAILING (1.170),929.4007605714286,Todos filtros OK
2026-04-18 03:20:00,2026-04-18 03:35:00,1.187,1.1861428571428572,782,-2.526083428571454,-0.07221085569864005,TRAILING (1.186),926.8746771428571,Todos filtros OK
2026-04-18 04:15:00,2026-04-18 04:50:00,1.202,1.2155714285714285,771,8.599623857142854,1.1290705966246817,TRAILING (1.216),935.474301,Todos filtros OK
2026-04-18 04:50:00,2026-04-18 05:15:00,1.225,1.2208571428571429,763,-5.027189000000064,-0.3381924198250785,TRAILING (1.221),930.447112,Todos filtros OK
2026-04-20 00:30:00,2026-04-20 01:00:00,1.103,1.0991428571428572,843,-5.107977857142793,-0.3496956352804004,TRAILING (1.099),925.3391341428571,Todos filtros OK
2026-04-20 04:20:00,2026-04-20 04:35:00,1.109,1.0994285714285714,834,-9.824400857142852,-0.8630684013912093,TRAILING (1.099),915.5147332857142,Todos filtros OK
2026-04-20 07:00:00,2026-04-20 07:25:00,1.105,1.104,828,-2.6570519999999087,-0.09049773755654966,TRAILING (1.104),912.8576812857143,Todos filtros OK
2026-04-21 07:15:00,2026-04-21 08:00:00,1.106,1.1055714285714286,825,-2.1781178571428708,-0.03874967708602517,TRAILING (1.106),910.6795634285714,Todos filtros OK
2026-04-22 02:15:00,2026-04-22 03:00:00,1.133,1.1297142857142857,803,-4.455388142857184,-0.2900012608750502,TRAILING (1.130),906.2241752857143,Todos filtros OK
2026-04-22 04:45:00,2026-04-22 05:15:00,1.131,1.1272857142857142,801,-4.784029714285768,-0.3284072249589598,TRAILING (1.127),901.4401455714285,Todos filtros OK
2026-04-24 05:20:00,2026-04-24 06:05:00,1.108,1.1007142857142858,813,-7.718970428571472,-0.6575554409489426,TRAILING (1.101),893.7211751428571,Todos filtros OK
2026-04-24 07:20:00,2026-04-24 08:00:00,1.102,1.107,810,2.2607099999999134,0.45372050816696596,TRAILING (1.107),895.981885142857,Todos filtros OK
2026-04-25 00:20:00,2026-04-25 01:20:00,1.198,1.2415714285714285,747,30.725497285714304,3.637014071070843,TRAILING (1.242),926.7073824285712,Todos filtros OK
2026-04-25 01:20:00,2026-04-25 01:50:00,1.27,1.245142857142857,729,-19.954396285714324,-1.9572553430821205,TRAILING (1.245),906.7529861428569,Todos filtros OK
2026-04-25 02:35:00,2026-04-25 03:55:00,1.389,1.397857142857143,652,3.9578262857143116,0.6376632726524667,TRAILING (1.398),910.7108124285712,Todos filtros OK
2026-04-25 05:20:00,2026-04-25 06:10:00,1.504,1.6243200000000002,605,70.90096640000013,8.000000000000007,TP,981.6117788285713,Todos filtros OK
2026-04-25 07:00:00,2026-04-25 07:10:00,1.693,1.657857142857143,579,-22.28786057142857,-2.0757741962703524,TRAILING (1.658),959.3239182571427,Todos filtros OK
2026-04-29 00:35:00,2026-04-29 01:05:00,1.494,1.5204285714285715,642,15.031879714285738,1.7689806846433287,TRAILING (1.520),974.3557979714285,Todos filtros OK
2026-04-29 02:15:00,2026-04-29 02:50:00,1.537,1.5271428571428571,633,-8.179173857142812,-0.6413235430802078,TRAILING (1.527),966.1766241142857,Todos filtros OK
