data_entrada,data_saida,tipo,entrada,saida,tamanho,pnl,capital_final,motivo_saida,score,atr_entrada
2026-04-20 21:00:00,2026-04-20 21:00:00,LONG,1.109,1.1061580815298682,2627.652750864605,-7.46757488577481,365.9111694029657,STOP_LOSS,70,0.0018946123134211015
2026-04-20 21:40:00,2026-04-20 22:05:00,LONG,1.107,1.111892901686394,2492.802791034132,12.197038980098856,378.10820838306455,TAKE_PROFIT,75,0.001957160674557625
2026-04-21 02:05:00,2026-04-21 02:10:00,LONG,1.106,1.1031801772323682,2681.787045081543,-7.562164167661292,370.54604421540324,STOP_LOSS,75,0.0018798818450879323
2026-04-21 06:50:00,2026-04-21 07:50:00,LONG,1.105,1.1083889023465008,3644.7007155379106,12.351534807179569,382.8975790225828,TAKE_PROFIT,95,0.0013555609386003693
2026-04-21 08:30:00,2026-04-21 09:00:00,LONG,1.109,1.1057664516324193,2368.281129557123,-7.657951580451656,375.23962744213117,STOP_LOSS,55,0.0021556989117204337
2026-04-21 11:30:00,2026-04-21 11:55:00,LONG,1.105,1.1001775581789945,1556.2225170148208,-7.504792548842623,367.73483489328856,STOP_LOSS,60,0.003214961214003566
2026-04-21 12:15:00,2026-04-21 12:25:00,LONG,1.106,1.101702106309975,1711.2328103729426,-7.354696697865771,360.3801381954228,STOP_LOSS,60,0.002865262460016749
2026-04-21 13:00:00,2026-04-21 13:30:00,LONG,1.107,1.103098350381506,1847.3218942428887,-7.207602763908455,353.1725354315143,STOP_LOSS,95,0.0026010997456626115
2026-04-21 20:15:00,2026-04-21 20:45:00,LONG,1.102,1.1065807926252407,2569.95214820467,11.772417847717142,364.9449532792314,TAKE_PROFIT,100,0.0018323170500962633
2026-04-21 23:10:00,2026-04-21 23:15:00,LONG,1.106,1.1110708526290227,2398.9716653073488,12.164831775974557,377.109785055206,TAKE_PROFIT,60,0.002028341051609076
2026-04-22 00:55:00,2026-04-22 01:20:00,LONG,1.119,1.1150055807408805,1888.183290696108,-7.54219570110412,369.56758935410187,STOP_LOSS,90,0.0026629461727462845
2026-04-22 01:35:00,2026-04-22 02:15:00,LONG,1.12,1.1285779877969013,2228.654120222387,19.117367846781264,388.6849572008831,STOP_LOSS,95,0.002211006101549308
2026-04-22 03:50:00,2026-04-22 04:20:00,LONG,1.133,1.1292452034411893,2070.3383052209533,-7.773699144017663,380.91125805686545,STOP_LOSS,75,0.0025031977058738346
2026-04-22 04:45:00,2026-04-22 05:15:00,LONG,1.131,1.1278126549011216,2390.147575741976,-7.6182251611373095,373.2930328957281,STOP_LOSS,100,0.002124896732585617
2026-04-22 05:50:00,2026-04-22 06:50:00,LONG,1.128,1.1245012079521126,2133.8394953832058,-7.465860657914562,365.82717223781356,STOP_LOSS,55,0.002332528031924805
2026-04-22 08:00:00,2026-04-22 08:05:00,LONG,1.122,1.1196609612420898,3128.0129155674454,-7.316543444756271,358.51062879305726,STOP_LOSS,70,0.0015593591719401663
2026-04-22 08:45:00,2026-04-22 08:45:00,LONG,1.121,1.1184420222670595,2803.0785739556095,-7.170212575861146,351.3404162171961,STOP_LOSS,75,0.0017053184886270233
2026-04-22 08:55:00,2026-04-22 09:10:00,LONG,1.124,1.1207320078361471,2150.191301578664,-7.026808324343922,344.3136078928522,STOP_LOSS,80,0.002178661442568728
2026-04-22 13:45:00,2026-04-22 14:00:00,LONG,1.125,1.1297828649325874,2399.632944868829,11.477120263094541,355.79072815594674,TAKE_PROFIT,95,0.001913145973035046
2026-04-22 14:50:00,2026-04-22 16:00:00,LONG,1.128,1.1249521709240224,2334.715755291123,-7.115814563118934,348.6749135928278,STOP_LOSS,90,0.0020318860506515837
2026-04-23 23:45:00,2026-04-23 23:50:00,LONG,1.106,1.103265705503515,2550.383025976601,-6.973498271856556,341.70141532097125,STOP_LOSS,80,0.0018228629976566242
2026-04-24 04:00:00,2026-04-24 04:20:00,LONG,1.102,1.1002617378959176,3931.529250030322,-6.834028306419425,334.8673870145518,STOP_LOSS,95,0.0011588414027216298
2026-04-24 05:05:00,2026-04-24 05:05:00,LONG,1.102,1.099030101129094,2255.076024944781,-6.697347740291036,328.1700392742608,STOP_LOSS,100,0.0019799325806040477
2026-04-24 05:10:00,2026-04-24 05:20:00,LONG,1.103,1.1076231872579754,2366.1168580769668,10.939001309142201,339.109040583403,TAKE_PROFIT,75,0.00184927490319016
2026-04-24 10:05:00,2026-04-24 10:25:00,LONG,1.113,1.1099738137506132,2241.164374149938,-6.78218081166806,332.3268597717349,STOP_LOSS,95,0.0020174574995911916
2026-04-24 11:30:00,2026-04-24 12:05:00,LONG,1.11,1.106263479742116,1778.80400391527,-6.646537195434698,325.6803225763002,STOP_LOSS,55,0.0024910135052560738
2026-04-24 12:30:00,2026-04-24 12:55:00,LONG,1.111,1.1184428832207074,1458.57598871631,10.856010752543341,336.53633332884357,TAKE_PROFIT,50,0.0029771532882829728
2026-04-24 16:00:00,2026-04-24 16:00:00,LONG,1.126,1.121323761291923,1439.3462538495507,-6.730726666576872,329.8056066622667,STOP_LOSS,100,0.0031174924720513645
2026-04-24 17:50:00,2026-04-24 18:10:00,LONG,1.137,1.1310232859548468,1103.6352221994666,-6.5961121332453345,323.20949452902136,STOP_LOSS,60,0.003984476030102194
2026-04-24 20:10:00,2026-04-24 20:50:00,LONG,1.129,1.1359780502125592,1543.9341204858633,10.773649817633704,333.9831443466551,TAKE_PROFIT,100,0.002791220085023722
2026-04-24 21:50:00,2026-04-24 22:15:00,LONG,1.136,1.1440536335024187,1382.3290412803506,11.132771478221938,345.115915824877,TAKE_PROFIT,75,0.0032214534009674845
2026-04-25 04:20:00,2026-04-25 05:20:00,LONG,1.429,1.5160956705345345,132.08307359282347,11.503863860829226,356.6197796857062,TAKE_PROFIT,75,0.03483826821381381
2026-04-25 07:55:00,2026-04-25 08:40:00,LONG,1.722,1.640628548427093,87.65230871325508,-7.132395593714124,349.48738409199206,STOP_LOSS,75,0.05424763438193799
2026-04-25 12:05:00,2026-04-25 12:10:00,LONG,1.584,1.5420757561458682,166.7232856043739,-6.989747681839841,342.4976364101522,STOP_LOSS,80,0.02794949590275457
2026-04-25 15:00:00,2026-04-25 17:20:00,LONG,1.553,1.522681109619131,225.93019210641503,-6.849952728203045,335.64768368194916,STOP_LOSS,55,0.020212593587245954
2026-04-25 17:50:00,2026-04-25 18:35:00,LONG,1.532,1.5740261116210708,266.2215392090226,11.18825612273164,346.8359398046808,TAKE_PROFIT,55,0.016810444648428336
2026-04-25 19:40:00,2026-04-25 19:50:00,LONG,1.585,1.594734015674464,278.030504201607,2.706353285877594,349.54229309055836,STOP_LOSS,60,0.016632992162767923
