data_entrada,data_saida,tipo,entrada,saida,tamanho,pnl,capital_final,motivo_saida,score,atr_entrada
2026-04-26 17:05:00,2026-04-26 17:35:00,LONG,1.415,1.4279673403787274,898.5196215562509,11.651409769685213,361.19370286024355,TAKE_PROFIT,95,0.005186936151491022
2026-04-26 18:55:00,2026-04-26 19:00:00,LONG,1.448,1.471280088577567,517.171146287781,12.039790095341415,373.23349295558495,TAKE_PROFIT,75,0.00931203543102679
2026-04-27 01:45:00,2026-04-27 02:15:00,LONG,1.421,1.4106283632755583,719.719563790785,-7.464669859111699,365.7688230964732,STOP_LOSS,55,0.0069144244829611725
2026-04-27 11:30:00,2026-04-27 12:15:00,LONG,1.43,1.406028266534959,305.1667695453824,-7.315376461929464,358.45344663454375,STOP_LOSS,55,0.01598115564336054
2026-04-27 13:00:00,2026-04-27 14:15:00,LONG,1.416,1.4454791177741393,405.31905712705105,11.948448221151459,370.4018948556952,TAKE_PROFIT,55,0.011791647109655783
2026-04-27 16:35:00,2026-04-27 16:50:00,LONG,1.457,1.4400957097853568,438.23418807000473,-7.408037897113904,362.9938569585813,STOP_LOSS,90,0.011269526809762188
2026-04-27 17:15:00,2026-04-27 18:20:00,LONG,1.447,1.4330328056977524,519.7806361155384,-7.259877139171627,355.7339798194097,STOP_LOSS,75,0.009311462868165183
2026-04-27 19:20:00,2026-04-27 19:45:00,LONG,1.436,1.4513065028011787,774.6903052472977,11.85779932731377,367.59177914672347,TAKE_PROFIT,75,0.006122601120471489
2026-04-27 22:40:00,2026-04-27 23:05:00,LONG,1.435,1.4437865751086834,604.5883278592457,5.312260752568509,372.904039899292,STOP_LOSS,50,0.00810671244565834
2026-04-28 00:05:00,2026-04-28 00:20:00,LONG,1.463,1.5055474206178194,292.1477843501486,12.430134663309754,385.33417456260173,TAKE_PROFIT,55,0.01701896824712775
2026-04-28 00:25:00,2026-04-28 01:20:00,LONG,1.519,1.4917145851227787,282.4469969003779,-7.706683491252035,377.6274910713497,STOP_LOSS,55,0.018190276584814126
2026-04-28 03:05:00,2026-04-28 03:20:00,LONG,1.473,1.4565209902978398,458.31333059030186,-7.552549821426994,370.0749412499227,STOP_LOSS,100,0.010986006468106838
2026-04-28 15:55:00,2026-04-28 15:55:00,LONG,1.481,1.4690328385614884,618.4840793723699,-7.401498824998454,362.67344242492425,STOP_LOSS,75,0.007978107625674531
2026-04-28 16:15:00,2026-04-28 16:50:00,LONG,1.487,1.507447542315896,591.2258089863128,12.089114747497389,374.7625571724216,TAKE_PROFIT,75,0.00817901692635833
2026-04-28 17:40:00,2026-04-28 18:00:00,LONG,1.492,1.4801946412778806,634.902447259376,-7.4952511434484315,367.26730602897317,STOP_LOSS,110,0.007870239148079562
2026-04-28 18:15:00,2026-04-28 18:35:00,LONG,1.499,1.519947667269902,584.4203737133644,12.242243534299236,379.5095495632724,TAKE_PROFIT,75,0.008379066907960652
2026-04-28 18:45:00,2026-04-28 18:55:00,LONG,1.523,1.5063415166995298,455.63517724637217,-7.590190991265448,371.91935857200696,STOP_LOSS,50,0.011105655533646886
2026-04-28 19:20:00,2026-04-28 19:45:00,LONG,1.526,1.5506613799074414,502.70147083941015,12.397311952400232,384.3166705244072,TAKE_PROFIT,50,0.009864551962976495
2026-04-28 20:40:00,2026-04-28 21:15:00,LONG,1.507,1.4874953245124538,394.0764569703269,-7.686333410488145,376.63033711391904,STOP_LOSS,40,0.013003116991697417
2026-04-28 22:00:00,2026-04-28 22:05:00,LONG,1.492,1.4771936975349347,508.74327064783176,-7.532606742278381,369.09773037164064,STOP_LOSS,75,0.00987086831004363
2026-04-28 23:00:00,2026-04-29 00:35:00,LONG,1.475,1.4929679648126983,684.7329570881411,12.303257679054537,381.40098805069516,TAKE_PROFIT,55,0.007187185925079329
2026-04-29 01:55:00,2026-04-29 02:20:00,LONG,1.519,1.5456482111972862,477.08141361664985,12.7133662683564,394.1143543190516,TAKE_PROFIT,55,0.01065928447891462
2026-04-30 07:35:00,2026-04-30 07:55:00,LONG,1.399,1.3930051402900063,1314.8409583698703,-7.882287086381032,386.23206723267054,STOP_LOSS,100,0.0039965731399958255
2026-04-30 22:55:00,2026-04-30 23:15:00,LONG,1.381,1.3747720485968138,1240.3181792172445,-7.724641344653411,378.5074258880171,STOP_LOSS,55,0.004151967602124037
2026-04-30 23:50:00,2026-04-30 23:55:00,LONG,1.389,1.39,1080.6239380790523,1.0806239380789333,379.58804982609604,FIM_PERIODO,50,0.004670233094667739
