id,data_entrada,data_saida,tipo,regime_detectado,preco_entrada,preco_saida,quantidade,pnl_bruto,taxas_slippage,pnl_liquido,retorno_pct,motivo_saida,candles_duracao,break_even_usado
1,2026-04-01 20:55:00,2026-04-01 21:45:00,VENDA,Bearish,1.1324335,1.1370026428571431,838.4819064430715,-3.8311436136680466,2.8543217154205025,-6.685465329088549,-0.6685465329088549,Stop Loss,10,False
2,2026-04-02 04:25:00,2026-04-02 05:35:00,VENDA,Bearish,1.1004495,1.0893122142857146,857.0833859558273,9.545582550357295,2.8152125767746563,6.730369973582639,0.6775668470221705,Take Profit,14,True
3,2026-04-02 11:20:00,2026-04-02 11:30:00,VENDA,Bearish,1.0624685,1.0677515714285715,893.7372148751358,-4.721677544557833,2.8557854305645267,-7.57746297512236,-0.7577122727120011,Stop Loss,2,False
4,2026-04-03 01:45:00,2026-04-03 02:30:00,COMPRA,Bullish,1.1175585,1.1292786428571426,844.0860067913188,9.892808583309408,2.844785687737052,7.048022895572356,0.7101515475124591,Take Profit,9,True
5,2026-04-03 07:15:00,2026-04-03 09:40:00,COMPRA,Bullish,1.1335665,1.1347000664999998,838.0756322477465,0.9500144611822391,2.8514684052388684,-1.9014539440566294,-0.19023757125001256,Stop Loss,29,True
6,2026-04-03 11:30:00,2026-04-03 12:05:00,COMPRA,Bullish,1.1365679999999998,1.1318555054655106,834.2722800086647,-3.9315035598166648,2.8387242748949384,-6.770227834711603,-0.6786420161138275,Stop Loss,7,False
7,2026-04-05 07:15:00,2026-04-05 08:35:00,VENDA,Bearish,1.0974510000000002,1.0963535490000003,857.2874259078935,0.9408309428499717,2.8210815821358564,-1.8802506392858847,-0.1897625712500073,Stop Loss,16,True
8,2026-04-05 09:20:00,2026-04-05 09:30:00,VENDA,Bearish,1.0914540000000001,1.0860331070448308,860.3620471973859,4.663930560547383,2.810140897744506,1.8537896628028774,0.1874477270945048,Take Profit,2,True
9,2026-04-06 09:45:00,2026-04-06 10:35:00,COMPRA,Bullish,1.1355674999999998,1.1268411687452757,829.3184631887298,-7.2369076254435765,2.814385920403038,-10.051293545846615,-1.0144446735638697,Stop Loss,10,False
10,2026-04-06 11:00:00,2026-04-06 11:05:00,COMPRA,Bullish,1.1325659999999997,1.1262771428571425,823.0810307867968,-5.17623901961382,2.7888164136128166,-7.965055433226636,-0.8121259509086374,Stop Loss,1,False
11,2026-04-06 12:30:00,2026-04-06 13:40:00,COMPRA,Bullish,1.1305649999999998,1.1316955649999998,817.8415258310519,0.9246230046511604,2.7752559484605257,-1.8506329438093654,-0.1902375712500023,Stop Loss,14,True
12,2026-04-06 13:50:00,2026-04-06 13:55:00,COMPRA,Bullish,1.1315655,1.1275635,815.5639459703534,-3.263886911773404,2.763696242544088,-6.027583154317492,-0.6207921153846205,Stop Loss,1,False
13,2026-04-07 10:00:00,2026-04-07 10:35:00,VENDA,Bearish,1.095452,1.1017345714285716,836.3837763648429,-5.254640816710473,2.7565368029843254,-8.011177619694799,-0.8302403030500557,Stop Loss,7,False
14,2026-04-07 12:20:00,2026-04-07 13:25:00,VENDA,Bearish,1.0934530000000002,1.0923595470000003,830.9561244580968,0.9086114671570515,2.724471484270503,-1.8158600171134516,-0.18976257125000298,Stop Loss,13,True
15,2026-04-07 18:00:00,2026-04-07 18:05:00,VENDA,Bearish,1.083458,1.0913112142857142,837.0303811262917,-6.573378946637772,2.730521856442946,-9.303900803080717,-0.9741328138178603,Stop Loss,1,False
16,2026-04-07 23:45:00,2026-04-08 02:35:00,COMPRA,Bullish,1.144572,1.1617234285714286,785.404044910816,13.470801375999043,2.7170606375389856,10.753740738460058,1.1370092794705406,Take Profit,34,True
17,2026-04-08 05:05:00,2026-04-08 05:10:00,COMPRA,Bullish,1.1535765,1.1488598571428572,788.1338083950654,-3.717345697839333,2.7219419021133917,-6.439287599952724,-0.6731814851009735,Stop Loss,1,False
18,2026-04-08 16:50:00,2026-04-08 17:00:00,VENDA,Bearish,1.1154420000000003,1.1201539285714288,808.782220304261,-3.8109240519150656,2.71216535821975,-6.523089410134816,-0.6865641882680472,Stop Loss,2,False
19,2026-04-08 21:20:00,2026-04-08 21:45:00,VENDA,Bearish,1.09945,1.0983505500000001,814.9127481090247,0.8959558209083782,2.6865235289940395,-1.7905677080856612,-0.18976257125000945,Stop Loss,5,True
20,2026-04-08 22:35:00,2026-04-08 23:55:00,VENDA,Bearish,1.0944525,1.1020201428571428,817.0803503171195,-6.18337227678903,2.6920419547315255,-8.875414231520555,-0.9423958201239289,Stop Loss,16,False
21,2026-04-12 02:15:00,2026-04-12 03:00:00,VENDA,Bearish,1.0944525,1.0984541544789763,809.3802192486771,-3.2388599795512634,2.6623429031911154,-5.901202882742378,-0.6325537659963467,Stop Loss,9,False
22,2026-04-12 03:55:00,2026-04-12 05:25:00,VENDA,Bearish,1.0934530000000002,1.0970193829093284,804.995609998808,-2.8709225855839806,2.6449809780984563,-5.515903563682437,-0.5950170849641304,Stop Loss,18,False
23,2026-04-12 06:50:00,2026-04-12 07:50:00,VENDA,Bearish,1.0964515000000001,1.0953550485,798.0174010512286,0.8749873764087528,2.623649648161551,-1.7486622717527982,-0.18976257124999663,Stop Loss,12,True
24,2026-04-12 08:00:00,2026-04-12 08:10:00,VENDA,Bearish,1.0924535,1.09487863835205,799.4179870036895,-1.9386992196012065,2.622888982424807,-4.561588202026013,-0.49595880435490497,Stop Loss,2,False
25,2026-04-12 08:15:00,2026-04-12 09:05:00,VENDA,Bearish,1.0944525,1.0933580475,794.0003205507835,0.8689956358276579,2.6056834140290777,-1.7366877782014196,-0.18976257124999435,Stop Loss,10,True
26,2026-04-12 19:40:00,2026-04-12 23:50:00,VENDA,Bearish,1.0774610000000002,1.077,804.9911851705164,0.3711009363638228,2.6014831706904844,-2.2303822343266617,-0.2441704012059135,Stop Tempo,50,False
27,2026-04-13 06:10:00,2026-04-13 06:20:00,VENDA,Bearish,1.063468,1.0677475492957749,813.5917617398557,-3.4818060510019677,2.6009091200983856,-6.082715171100354,-0.6675332696177187,Stop Loss,2,False
28,2026-04-14 00:35:00,2026-04-14 01:05:00,COMPRA,Bullish,1.1305649999999998,1.1316955649999998,760.9584558218239,0.8603129966061792,2.5822294593135102,-1.721916462707331,-0.1902375712500023,Stop Loss,6,True
29,2026-04-14 01:30:00,2026-04-14 02:50:00,COMPRA,Bullish,1.1315655,1.1257054285714285,758.8392877445527,-4.446852428989384,2.569358795525442,-7.0162112245148265,-0.7766294368131911,Stop Loss,16,False
30,2026-04-14 03:00:00,2026-04-14 04:05:00,COMPRA,Bullish,1.1295644999999999,1.1236992334726443,754.2797464798937,-4.424051749290734,2.5493867964541272,-6.973438545744861,-0.7779365829217243,Stop Loss,13,False
31,2026-04-14 17:20:00,2026-04-14 18:30:00,VENDA,Bearish,1.0974510000000002,1.0963535490000003,769.5419555167051,0.8445345886236989,2.5323369639883553,-1.6878023753646563,-0.18976257125000726,Stop Loss,14,True
