id,data_entrada,data_saida,tipo,regime_detectado,preco_entrada,preco_saida,quantidade,pnl_bruto,taxas_slippage,pnl_liquido,retorno_pct,motivo_saida
1,2026-05-11 16:45:00,2026-05-11 17:10:00,COMPRA,Bullish,1.4357175,1.4340000000000002,662.0209059233449,-1.1370209059232232,2.849719468641115,-3.9867403745643384,-0.39867403745643387,Trailing Stop
2,2026-05-11 17:15:00,2026-05-11 17:30:00,COMPRA,Bullish,1.4317155,1.4301714285714286,661.2247356003941,-1.0209782221051606,2.8385256414943005,-3.8595038635994614,-0.3874952292352895,Trailing Stop
3,2026-05-11 17:35:00,2026-05-11 17:40:00,COMPRA,Bullish,1.4327159999999999,1.4301445714285712,658.2025614341791,-1.6925208722593819,2.826513241714805,-4.519034113974187,-0.4554771967278597,Trailing Stop
4,2026-05-11 17:55:00,2026-05-11 18:00:00,COMPRA,Bullish,1.4327159999999999,1.431342857142857,655.2045988585677,-0.8996895148897889,2.81481680190242,-3.714506316792209,-0.3761012280526731,Trailing Stop
5,2026-05-11 18:05:00,2026-05-11 18:10:00,COMPRA,Bullish,1.4317155,1.4300857142857144,653.1965091296411,-1.0645703392006565,2.8039778444915946,-3.8685481836922513,-0.39317702019066253,Trailing Stop
6,2026-05-11 18:25:00,2026-05-11 18:40:00,COMPRA,Bullish,1.4327159999999999,1.4315142857142855,650.1739411941402,-0.7813233133322074,2.7933718400257126,-3.57469515335792,-0.364745581604155,Trailing Stop
7,2026-05-11 18:45:00,2026-05-11 18:55:00,COMPRA,Bullish,1.4317155,1.4296857142857142,648.255152616575,-1.315819047993215,2.782377121296058,-4.098196169289273,-0.4196920446490951,Trailing Stop
8,2026-05-11 20:15:00,2026-05-11 20:30:00,COMPRA,Lateral,1.4237115,1.4243999999999999,324.58181202863454,0.2234745775816726,1.3866677872943884,-1.1631932097127158,-0.11962346758609005,Trailing Stop
9,2026-05-11 22:40:00,2026-05-11 22:50:00,COMPRA,Lateral,1.4017005,1.4016857142857142,329.28436955184395,-0.004868704606978061,1.384666893272103,-1.3895355978790809,-0.1430717981416369,Trailing Stop
10,2026-05-12 00:35:00,2026-05-12 00:45:00,VENDA,Bearish,1.395302,1.3955999999999997,659.9819087867348,-0.19667460881824067,2.7629172437950733,-2.959591852613314,-0.3051672886819271,Trailing Stop
11,2026-05-12 01:15:00,2026-05-12 01:20:00,VENDA,Bearish,1.3923035000000001,1.3952177857142858,659.3848760992813,-1.921635924632147,2.757074066407236,-4.6787099910393835,-0.4839044695415809,Trailing Stop
12,2026-05-12 01:25:00,2026-05-12 01:35:00,VENDA,Bearish,1.397301,1.3990857142857143,653.8471801965749,-1.1669304031708796,2.742614351812319,-3.9095447549831985,-0.40631828607194465,Trailing Stop
13,2026-05-12 01:45:00,2026-05-12 01:50:00,VENDA,Bearish,1.3983005000000002,1.3988285714285715,650.7250110061311,-0.3436292861691242,2.73024276868639,-3.0738720548555145,-0.32077032050954324,Trailing Stop
14,2026-05-12 01:55:00,2026-05-12 02:00:00,VENDA,Bearish,1.395302,1.3983020000000002,650.0315988148029,-1.9500947964444826,2.723896311863143,-4.673991108307626,-0.48931845988539463,Trailing Stop
15,2026-05-12 02:20:00,2026-05-12 02:30:00,VENDA,Bearish,1.395302,1.398216285714286,646.8508742067139,-1.885108261973952,2.71048461784009,-4.595592879814042,-0.4834767181743863,Trailing Stop
16,2026-05-12 02:35:00,2026-05-12 02:45:00,VENDA,Bearish,1.3983005000000002,1.4000000000000001,642.3431073314862,-1.0916621109098383,2.6962035576258776,-3.7878656685357157,-0.4004362553609697,Trailing Stop
17,2026-05-12 02:50:00,2026-05-12 03:00:00,VENDA,Bearish,1.4002995,1.4014285714285712,638.85762653222,-0.7213158930423498,2.684858018852327,-3.406173911894677,-0.3615332161975995,Trailing Stop
18,2026-05-12 03:05:00,2026-05-12 03:20:00,VENDA,Bearish,1.4002995,1.4014285714285712,636.5479440080944,-0.7187080964952893,2.675151365306431,-3.3938594618017204,-0.3615332161975995,Trailing Stop
19,2026-05-12 03:35:00,2026-05-12 04:00:00,VENDA,Bearish,1.397301,1.3894285714285715,635.6076559847129,5.003775871192717,2.656899976138497,2.3468758950542203,0.2509096926731982,Trailing Stop
20,2026-05-12 04:25:00,2026-05-12 04:50:00,VENDA,Bearish,1.3963015,1.3949428571428573,637.6585792175592,0.8663502739497773,2.669791366537116,-1.8034410925873385,-0.192327308134781,Trailing Stop
21,2026-05-12 04:55:00,2026-05-12 05:00:00,VENDA,Bearish,1.395302,1.3932857142857145,636.8880846196076,1.2841483466172217,2.6640274322177975,-1.3798790856005758,-0.14744026248465905,Trailing Stop
22,2026-05-12 05:05:00,2026-05-12 05:10:00,VENDA,Bearish,1.3883055000000002,1.3907999999999998,639.1539819997491,-1.5943696080981327,2.664414520083606,-4.2587841281817385,-0.4557235664146609,Trailing Stop
23,2026-05-12 05:25:00,2026-05-12 05:30:00,VENDA,Bearish,1.3883055000000002,1.3925055000000002,636.2412066780986,-2.6722130680480025,2.6538998192755954,-5.326112887323598,-0.5725454049676014,Trailing Stop
24,2026-05-12 05:35:00,2026-05-12 05:45:00,VENDA,Bearish,1.3913039999999999,1.3951611428571429,631.2350781845702,-2.43476387299772,2.638371813465012,-5.073135686462733,-0.548491274630552,Trailing Stop
25,2026-05-12 05:50:00,2026-05-12 06:00:00,VENDA,Bearish,1.395302,1.394542857142857,625.9740329017063,0.47520371583430143,2.6195556545936984,-2.144351938759397,-0.2331191409128052,Trailing Stop
26,2026-05-12 06:05:00,2026-05-12 06:30:00,VENDA,Bearish,1.395302,1.3926285714285713,624.5147676138686,1.6695956230180808,2.6116557194089713,-0.9420600963908905,-0.1026535760335555,Trailing Stop
27,2026-05-12 06:55:00,2026-05-12 07:20:00,VENDA,Bearish,1.3943025,1.3937714285714287,624.320902148666,0.33155899339103934,2.610979245514335,-2.2794202521232956,-0.24863709613415869,Trailing Stop
28,2026-05-12 07:25:00,2026-05-12 07:30:00,VENDA,Bearish,1.3913039999999999,1.388942857142857,624.1107825128391,1.4736147161960182,2.6027730623854355,-1.1291583461894172,-0.12347457307060879,Trailing Stop
29,2026-05-12 08:40:00,2026-05-12 08:55:00,VENDA,Bearish,1.3843075,1.385857142857143,626.490620093135,-0.9708367144943368,2.603223247295474,-3.574059961789811,-0.39131013215575156,Trailing Stop
30,2026-05-12 09:00:00,2026-05-12 09:05:00,VENDA,Bearish,1.3843075,1.384857142857143,624.0390988197053,-0.3429986332441961,2.592100512317944,-2.9350991455621402,-0.32261518630738373,Trailing Stop
31,2026-05-12 09:10:00,2026-05-12 09:15:00,VENDA,Bearish,1.385307,1.3892498571428573,621.5770618160229,-2.450789558017527,2.5869013486565344,-5.037690906674062,-0.5555164363018008,Trailing Stop
32,2026-05-12 09:45:00,2026-05-12 10:05:00,VENDA,Bearish,1.3843075,1.389142857142857,618.5703980618537,-2.991008792628275,2.573361437133971,-5.564370229762246,-0.6170220970861162,Trailing Stop
33,2026-05-12 10:15:00,2026-05-12 10:45:00,VENDA,Bearish,1.383308,1.3828,615.197868206209,0.31252051704872524,2.5525556172422106,-2.2400351001934853,-0.24993525289017665,Trailing Stop
34,2026-05-12 14:15:00,2026-05-12 14:20:00,VENDA,Bearish,1.3413290000000002,1.3463861428571429,632.8657349122276,-3.200492430841705,2.551444228678513,-5.751936659520219,-0.6433889562486548,Trailing Stop
35,2026-05-12 15:15:00,2026-05-12 15:25:00,VENDA,Bearish,1.3413290000000002,1.3418571428571429,628.7939466659203,-0.3320930315461384,2.530756806609676,-2.8628498381558147,-0.32230074276132187,Trailing Stop
36,2026-05-12 16:15:00,2026-05-12 16:30:00,VENDA,Bearish,1.3413290000000002,1.3431714285714287,626.7673391053779,-1.1547740532059432,2.523835785664442,-3.6786098388703854,-0.4154784093570291,Trailing Stop
37,2026-05-12 16:45:00,2026-05-12 16:50:00,VENDA,Bearish,1.3403295,1.3435009285714286,624.6287022613649,-1.9809653128860625,2.514596276532201,-4.495561589418264,-0.5098669279322489,Trailing Stop
38,2026-05-12 16:55:00,2026-05-12 17:05:00,VENDA,Bearish,1.3423285,1.3457570714285716,620.5184707539412,-2.127491899727879,2.502010122057887,-4.6295020217857665,-0.5277486817891806,Trailing Stop
39,2026-05-12 18:10:00,2026-05-12 18:15:00,VENDA,Bearish,1.3453270000000002,1.348241285714286,615.8679638200939,-1.7948152088472262,2.488323623299858,-4.283138832147084,-0.4908548466355448,Trailing Stop
40,2026-05-12 18:20:00,2026-05-12 18:40:00,VENDA,Bearish,1.3473260000000002,1.3450571428571427,611.935680572186,1.38839463983558,2.47134796632805,-1.0829533264924702,-0.12472045199234329,Trailing Stop
41,2026-05-12 19:00:00,2026-05-12 19:05:00,VENDA,Bearish,1.3473260000000002,1.3496402857142857,611.1724716254739,-1.414427720047389,2.4724673260958614,-3.88689504614325,-0.44820091882151875,Trailing Stop
42,2026-05-12 19:10:00,2026-05-12 19:15:00,VENDA,Bearish,1.3473260000000002,1.349897428571429,608.4331909920645,-1.564542491122511,2.461620386196407,-4.026162877318918,-0.4663501875794898,Trailing Stop
43,2026-05-12 19:30:00,2026-05-12 19:45:00,VENDA,Bearish,1.3503245000000001,1.349,604.2509894329015,0.8003304355039824,2.4466042498882086,-1.6462738143842262,-0.1915812296446955,Trailing Stop
44,2026-05-12 19:50:00,2026-05-12 20:10:00,VENDA,Bearish,1.3483255,1.3454857142857142,603.9874919200778,1.7151950511620024,2.4405424185339117,-0.7253473673719093,-0.08457261317906194,Trailing Stop
45,2026-05-12 20:55:00,2026-05-12 21:00:00,VENDA,Bearish,1.3413290000000002,1.3382285714285715,606.6244758578104,1.880795857077497,2.438227810948027,-0.5574319538705299,-0.06504935889929044,Trailing Stop
46,2026-05-12 21:20:00,2026-05-12 21:30:00,VENDA,Bearish,1.3453270000000002,1.3481714285714286,604.4282958729603,-1.7192531141608356,2.442039997676888,-4.161293111837724,-0.48591696906175924,Trailing Stop
47,2026-05-12 21:45:00,2026-05-12 22:00:00,VENDA,Bearish,1.3453270000000002,1.348342857142857,601.4912762175028,-1.8140117617466707,2.4303283801222135,-4.244340141868884,-0.49803446004031426,Trailing Stop
48,2026-05-12 22:30:00,2026-05-12 22:40:00,VENDA,Lateral,1.3613190000000002,1.3614,295.7324282870717,-0.023954326691186474,1.2077944521200215,-1.231748778811208,-0.14525787720263536,Trailing Stop
49,2026-05-12 22:55:00,2026-05-12 23:00:00,VENDA,Lateral,1.3613190000000002,1.3615142857142857,295.3028536395421,-0.05766842870354713,1.2060906588842388,-1.263759087587786,-0.1492495910687992,Trailing Stop
50,2026-05-13 00:40:00,2026-05-13 00:45:00,VENDA,Lateral,1.3633180000000003,1.3636000000000001,294.42976619534613,-0.08302919406705624,1.2043287437608214,-1.2873579378278777,-0.15226386180351534,Trailing Stop
51,2026-05-13 02:45:00,2026-05-13 02:50:00,COMPRA,Lateral,1.350675,1.3526571428571428,297.0301526444325,0.5887561954201708,1.204456738562187,-0.6157005431420162,-0.07293379960317976,Trailing Stop
52,2026-05-13 03:05:00,2026-05-13 03:20:00,COMPRA,Lateral,1.352676,1.3518285714285716,296.3744440177452,-0.25115617170184057,1.2023190580508898,-1.4534752297527302,-0.17229941409551344,Trailing Stop
53,2026-05-13 03:30:00,2026-05-13 03:40:00,VENDA,Bearish,1.3543225,1.354057142857143,590.4174871997918,0.15667149749616124,2.3986120546781757,-2.2419405571820143,-0.2662252181075464,Trailing Stop
54,2026-05-13 06:20:00,2026-05-13 06:25:00,VENDA,Lateral,1.3663165000000002,1.3679999999999999,291.8382778443288,-0.4913097407508478,1.1969673276619992,-1.688277068412847,-0.20101411896487711,Trailing Stop
55,2026-05-13 07:15:00,2026-05-13 07:25:00,COMPRA,Bullish,1.3636815,1.3614857142857142,584.2127574551744,-1.2828060269235886,2.38811617917644,-3.6709222061000286,-0.4379574254533129,Trailing Stop
56,2026-05-13 07:45:00,2026-05-13 07:50:00,COMPRA,Lateral,1.356678,1.3545065714285716,292.32839687153677,-0.634770233206742,1.1888343590828383,-1.8236045922895803,-0.21852120785924709,Trailing Stop
57,2026-05-13 07:55:00,2026-05-13 08:00:00,COMPRA,Lateral,1.3556774999999999,1.3537142857142859,291.9048664032962,-0.5730718037923874,1.186326970864675,-1.7593987746570625,-0.21128918324985818,Trailing Stop
58,2026-05-13 08:05:00,2026-05-13 08:15:00,COMPRA,Lateral,1.350675,1.3525428571428573,292.3669478211142,0.5460996918230261,1.185497331282585,-0.6393976394595589,-0.07694893187830491,Trailing Stop
59,2026-05-13 08:20:00,2026-05-13 08:25:00,COMPRA,Lateral,1.3556774999999999,1.3530489285714284,291.06395991126266,-0.7650824089096036,1.1826189609244377,-1.9477013698340413,-0.2345785246441748,Trailing Stop
60,2026-05-13 08:30:00,2026-05-13 08:45:00,COMPRA,Lateral,1.3496744999999999,1.3472285714285714,291.67272611496645,-0.7134106543110204,1.1799196063670963,-1.8933302606781166,-0.22856630910462333,Trailing Stop
61,2026-05-13 15:05:00,2026-05-13 15:20:00,VENDA,Bearish,1.2713640000000002,1.2742571428571428,617.2439868793517,-1.7857750317542136,2.356904014952272,-4.142679046706485,-0.5012575348157934,Trailing Stop
62,2026-05-13 15:30:00,2026-05-13 15:40:00,VENDA,Bearish,1.2723635,1.2709142857142859,613.6675618351644,0.8893357972908583,2.3410906167432324,-1.4517548194523742,-0.1765449546908458,Trailing Stop
63,2026-05-13 15:55:00,2026-05-13 16:00:00,VENDA,Bearish,1.2703645,1.2682571428571425,613.5481031767778,1.2929649777161727,2.3363497404877727,-1.0433847627716,-0.1271083049061312,Trailing Stop
